ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,atingiu_pv,defasagem,fase_ideal,matematica,portugues,ingles,escola,status_ativo
RA-835,ALUNO-835,2021,2.0,M,,,,Escola Pública,Quartzo,4.335,5.0,1.6,5.4,0.0,5.6,7.8,5.4,Não,-1.0,,,,,,
RA-835,Aluno-835,2022,0,V,8.0,Menino,2022.0,Escola Pública,Ametista,7.263,10.0,7.5,7.3,6.9,7.5,,6.667,Não,0.0,,7.6,7.3,,,
RA-835,Aluno-835,2023,ALFA,ALFA V - G0/G1,8.0,Masculino,2022.0,Pública,Topázio,8.2467,10.0,8.7,8.5,8.0,7.52,6.875,7.835,,0.0,,8.5,8.9,,,
RA-836,ALUNO-836,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-836,ALUNO-836,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-836,Aluno-836,2022,0,V,9.0,Menino,2022.0,Escola Pública,Ametista,7.665,5.0,9.2,8.3,8.5,7.5,,7.583,Não,-1.0,,9.0,9.3,,,
RA-836,Aluno-836,2023,ALFA,ALFA G - G2/G3,,Masculino,2022.0,Pública,Ametista,7.6417,5.0,6.7,9.6,9.5,6.27,6.875,8.085,,-2.0,,6.7,6.7,,,
RA-836,Aluno-836,2024,1J,1J,11.0,Masculino,2022.0,Pública,Agata,6.0234537878,5.0,2.75,6.439393939,9.502,7.51,7.34375,6.25,,-1.0,,5.5,0.0,,EE João Ortiz Rodrigues,Cursando
RA-837,ALUNO-837,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-837,Aluno-837,2022,0,V,8.0,Menino,2022.0,Escola Pública,Topázio,8.207,10.0,8.8,9.0,8.5,7.5,,7.5,Não,0.0,,9.2,8.3,,,
RA-837,Aluno-837,2023,FASE 1,1G,,Masculino,2022.0,Pública,Topázio,8.2712,10.0,7.0,9.3,9.0,7.52,7.916666667,7.836666667,,0.0,,6.3,7.7,,,
RA-837,Aluno-837,2024,2G,2G,10.0,Masculino,2022.0,Pública,Ametista,7.9648467391,10.0,6.75,9.782608695499999,7.502,6.885,7.03125,7.5825,,0.0,,6.0,7.5,,EM Maria Ignez Concelles Irma Ines,Cursando
RA-838,ALUNO-838,2021,6.0,A,,,,Rede Decisão,Ágata,6.315,10.0,5.3,7.2,7.5,2.5,7.7,5.2,Não,0.0,,,,,,
RA-838,Aluno-838,2022,0,V,9.0,Menino,2022.0,Escola Pública,Ametista,7.461,5.0,6.3,7.4,10.0,7.5,,9.417,Sim,-1.0,,6.6,5.9,,,
RA-839,ALUNO-839,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-839,ALUNO-839,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-839,Aluno-839,2022,0,V,9.0,Menina,2022.0,Escola Pública,Quartzo,5.198,5.0,5.4,5.1,0.0,7.5,,6.583,Não,-1.0,,5.8,5.0,,,
RA-84,ALUNO-84,2021,1.0,A,,,,Escola Pública,Ametista,7.867,10.0,6.8,10.0,3.5,7.5,7.5,8.3,Não,0.0,,,,,,
RA-84,Aluno-84,2022,5,K,17.0,Menina,2018.0,Rede Decisão,Ágata,6.682,5.0,5.8,8.8,7.1,5.0,,6.75,Não,-2.0,,5.7,6.5,5.2,,
RA-84,Aluno-84,2023,FASE 6,6L,,Feminino,2018.0,Privada - Programa de Apadrinhamento,Agata,6.034416667,5.0,6.0,8.8,0.0,2.52,7.8125,7.6725,,-2.0,,6.8,5.8,5.5,,
RA-840,ALUNO-840,2021,0.0,K,,,,Escola Pública,Ágata,6.598,5.0,6.6,8.3,9.0,4.4,5.3,6.2,Não,-1.0,,,,,,
RA-840,Aluno-840,2022,0,V,8.0,Menino,2022.0,Escola Pública,Ametista,7.875,10.0,7.8,8.2,9.0,7.5,,7.5,Não,0.0,,9.6,5.9,,,
RA-840,Aluno-840,2023,ALFA,ALFA G - G2/G3,,Masculino,2022.0,Pública,Ametista,7.7862,5.0,8.2,9.0,9.5,4.38,7.5,8.59,,-1.0,,8.3,8.0,,,
RA-840,Aluno-840,2024,1G,1G,10.0,Masculino,2022.0,Pública,Topázio,8.5912909091,10.0,8.0,9.337121212,9.502,7.51,8.333333333,7.946666667,,0.0,,7.0,9.0,,EM Maria Ignez Concelles Irma Ines,Cursando
RA-841,ALUNO-841,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-841,ALUNO-841,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-841,Aluno-841,2022,0,V,11.0,Menino,2022.0,Escola Pública,Ametista,7.3,5.0,7.2,8.5,8.5,7.5,,7.5,Não,-2.0,,8.6,5.8,,,
RA-841,Aluno-841,2023,ALFA,ALFA G - G2/G3,11.0,Masculino,2022.0,Pública,Agata,6.78,5.0,6.9,7.2,0.0,7.52,7.5,9.84,,-2.0,,6.7,7.0,,,
RA-841,Aluno-841,2024,2H,2H,12.0,Masculino,2022.0,Pública,Agata,6.035771224300001,5.0,3.25,6.3272311215000006,10.002,7.51,7.03125,5.83,,-1.0,,4.0,2.5,,EE João Ortiz Rodrigues,Cursando
RA-842,ALUNO-842,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-842,Aluno-842,2022,0,Y,8.0,Menina,2022.0,Escola Pública,Ametista,7.952,10.0,9.1,8.3,7.5,7.5,,8.25,Não,0.0,,9.1,9.1,,,
RA-842,Aluno-842,2023,ALFA,ALFA E - G2/G3,9.0,Feminino,2022.0,Pública,Ametista,7.2117,5.0,7.9,8.5,9.0,3.77,5.625,8.01,,-1.0,,8.2,7.5,,,
RA-842,Aluno-842,2024,1G,1G,10.0,Feminino,2022.0,Pública,Ametista,7.072914756400001,5.0,7.5,7.549407115,8.502,6.26,6.875,6.996666667,,-1.0,,6.0,9.0,,EM Etelvina Delfim Simões,Cursando
RA-843,ALUNO-843,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-843,ALUNO-843,2021,6.0,C,,,,Escola Pública,Ágata,6.644,5.0,7.3,7.2,7.1,5.6,6.9,6.5,Não,-1.0,,,,,,
RA-843,Aluno-843,2022,0,Y,8.0,Menina,2022.0,Escola Pública,Topázio,8.538,10.0,9.2,9.0,8.5,7.5,,8.417,Sim,0.0,,9.8,8.5,,,
RA-844,ALUNO-844,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-844,ALUNO-844,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-844,Aluno-844,2022,0,Y,8.0,Menino,2022.0,Escola Pública,Ágata,6.253,10.0,5.9,5.0,0.0,8.1,,8.333,Não,0.0,,6.0,5.8,,,
RA-845,ALUNO-845,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-845,ALUNO-845,2021,3.0,A,,,,Escola Pública,Ágata,5.683,10.0,4.5,4.4,8.8,4.4,6.0,4.9,Não,0.0,,,,,,
RA-845,Aluno-845,2022,0,Y,8.0,Menina,2022.0,Escola Pública,Topázio,8.491,10.0,8.7,8.8,10.0,7.5,,8.417,Sim,0.0,,9.1,8.3,,,
RA-846,ALUNO-846,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-846,Aluno-846,2022,0,Y,7.0,Menina,2022.0,Escola Pública,Ametista,7.412,10.0,5.9,7.2,9.0,7.5,,7.917,Não,0.0,,7.7,4.0,,,
RA-846,Aluno-846,2023,ALFA,ALFA E - G2/G3,8.0,Feminino,2022.0,Pública,Ametista,7.4637,10.0,6.0,8.2,9.5,3.77,5.625,8.67,,0.0,,6.3,5.7,,,
RA-847,ALUNO-847,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-847,ALUNO-847,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-847,Aluno-847,2022,0,Y,9.0,Menino,2022.0,Escola Pública,Ágata,6.839,5.0,7.7,8.2,7.9,4.4,,7.417,Não,-1.0,,7.8,7.6,,,
RA-847,Aluno-847,2023,ALFA,ALFA E - G2/G3,10.0,Masculino,2022.0,Pública,Agata,6.5418,5.0,7.6,9.1,7.9,2.52,5.0,5.84,,-2.0,,7.5,7.6,,,
RA-847,Aluno-847,2024,1D,1D,11.0,Masculino,2022.0,Pública,Quartzo,5.009290909100001,5.0,1.0,4.5454545455,9.002,5.01,7.5,6.245,,-1.0,,0.0,2.0,,EE Paschoal Carlos Magno,Cursando
RA-848,ALUNO-848,2021,2.0,M,,,,Escola Pública,Ágata,6.85,5.0,4.9,7.9,8.5,7.5,8.1,6.8,Não,-1.0,,,,,,
RA-848,Aluno-848,2022,0,Y,9.0,Menino,2022.0,Escola Pública,Ametista,7.488,5.0,9.0,7.0,9.5,7.5,,7.833,Não,-1.0,,9.8,8.1,,,
RA-849,ALUNO-849,2021,2.0,R,,,,Escola Pública,Ametista,7.444,10.0,4.6,8.3,7.5,8.1,7.9,7.6,Não,0.0,,,,,,
RA-849,Aluno-849,2022,0,Y,9.0,Menino,2022.0,Escola Pública,Ametista,7.369,5.0,9.1,8.3,8.5,7.5,,7.417,Não,-1.0,,9.8,8.3,,,
RA-85,ALUNO-85,2021,0.0,P,,,,Escola Pública,Ágata,6.652,5.0,6.9,6.7,9.5,6.3,4.7,7.0,Não,-2.0,,,,,,
RA-85,Aluno-85,2022,5,K,15.0,Menino,2022.0,Escola Pública,Ágata,6.243,10.0,4.3,7.3,6.7,5.0,,5.833,Não,0.0,,5.0,3.5,,,
RA-85,Aluno-85,2023,FASE 5,5C,16.0,Masculino,2022.0,Pública,Ametista,7.08435,5.0,5.7,8.9,8.8,6.27,5.9375,7.8425,,-1.0,,5.8,3.8,7.5,,
RA-85,Aluno-85,2024,5N,5N,17.0,Masculino,2022.0,Pública,Agata,6.999509385733333,5.0,7.666666666666667,8.668046928999999,8.334,3.755,6.25,6.993333333,,-2.0,,9.0,4.5,9.5,EE Maria André Schunck Dona,Cursando
RA-850,ALUNO-850,2021,3.0,B,,,,Rede Decisão,Ametista,8.151,10.0,6.6,7.5,9.2,7.5,8.1,9.3,Sim,0.0,,,,,,
RA-850,Aluno-850,2022,0,Y,8.0,Menino,2022.0,Escola Pública,Ametista,7.641,10.0,8.5,7.3,10.0,7.5,,7.167,Não,0.0,,8.1,8.8,,,
RA-850,Aluno-850,2023,ALFA,ALFA D - G2/G3,9.0,Masculino,2022.0,Pública,Agata,6.06525,5.0,7.3,7.9,0.0,6.26,6.5625,6.265,,-1.0,,6.8,7.7,,,
RA-850,Aluno-850,2024,1C,1C,10.0,Masculino,2022.0,Pública,Ametista,7.864245454500001,5.0,7.75,9.2727272725,10.002,6.255,7.5,7.92,,-1.0,,6.0,9.5,,EE Chácara Florida II,Cursando
RA-851,ALUNO-851,2021,1.0,G,,,,Escola Pública,Ametista,7.713,5.0,4.8,9.6,9.5,7.5,8.1,9.2,Sim,-1.0,,,,,,
RA-851,Aluno-851,2022,0,Y,8.0,Menino,2022.0,Escola Pública,Ametista,7.515,10.0,8.3,7.9,9.0,7.5,,6.583,Não,0.0,,7.9,8.7,,,
RA-851,Aluno-851,2023,ALFA,ALFA E - G2/G3,,Masculino,2022.0,Pública,Agata,6.1683,5.0,6.6,7.5,8.4,2.52,5.625,6.01,,-1.0,,6.8,6.3,,,
RA-851,Aluno-851,2024,1B,1B,10.0,Masculino,2022.0,Pública,Agata,6.2114602109,5.0,6.0,7.3221343875,9.002,5.63,5.625,5.106666667,,-1.0,,5.0,7.0,,EM Eurides José Amorim,Cursando
RA-852,ALUNO-852,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-852,ALUNO-852,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-852,Aluno-852,2022,0,Z,7.0,Menina,2022.0,Escola Pública,Quartzo,5.666,10.0,2.1,6.8,9.0,5.0,,5.5,Não,0.0,,2.5,1.8,,,
RA-853,ALUNO-853,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-853,ALUNO-853,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-853,Aluno-853,2022,0,Z,8.0,Menina,2022.0,Escola Pública,Topázio,8.616,10.0,8.5,9.6,10.0,7.5,,8.5,Sim,0.0,,8.8,8.2,,,
RA-853,Aluno-853,2023,ALFA,ALFA J - G2/G3,9.0,Feminino,2022.0,Pública,Ametista,7.8402,5.0,7.4,9.5,10.0,3.77,6.25,9.84,,-1.0,,7.2,7.5,,,
RA-853,Aluno-853,2024,1G,1G,10.0,Feminino,2022.0,Pública,Ametista,7.986866666600001,10.0,6.25,9.5833333335,8.502,6.26,8.333333333,7.553333333,,0.0,,6.5,6.0,,EM Maria Ignez Concelles Irma Ines,Cursando
RA-854,ALUNO-854,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-854,ALUNO-854,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-854,Aluno-854,2022,0,Z,8.0,Menina,2022.0,Escola Pública,Topázio,8.098,10.0,9.3,9.0,8.0,7.5,,7.167,Não,0.0,,9.5,9.0,,,
RA-854,Aluno-854,2023,ALFA,ALFA J - G2/G3,,Feminino,2022.0,Pública,Agata,6.6415,10.0,6.0,9.5,0.0,3.77,5.625,8.01,,0.0,,7.5,4.5,,,
RA-854,Aluno-854,2024,1G,1G,9.0,Feminino,2022.0,Pública,Ametista,7.826199999900001,10.0,7.0,10.0,9.502,6.26,5.833333333,6.333333333,,0.0,,7.0,7.0,,EM Maria Ignez Concelles Irma Ines,Cursando
RA-855,ALUNO-855,2021,2.0,L,,,,Escola Pública,Ágata,6.243,5.0,2.8,7.1,8.0,7.5,7.9,7.1,Não,-2.0,,,,,,
RA-855,Aluno-855,2022,0,Z,9.0,Menina,2022.0,Escola Pública,Topázio,8.453,5.0,9.7,9.6,10.0,7.5,,9.0,Sim,-1.0,,9.7,9.6,,,
RA-855,Aluno-855,2023,FASE 1,1F,9.0,Feminino,2022.0,Pública,Topázio,8.62995,10.0,6.8,10.0,9.5,7.52,8.4375,8.67,,0.0,,5.2,8.3,,,
RA-855,Aluno-855,2024,2I,2I,10.0,Feminino,2022.0,Pública,Topázio,8.578533333400001,10.0,8.5,10.0,9.002,7.51,7.5,7.386666667,,0.0,,9.0,8.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-856,ALUNO-856,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-856,ALUNO-856,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-856,Aluno-856,2022,0,Z,7.0,Menino,2022.0,Escola Pública,Topázio,8.398,10.0,8.4,9.1,10.0,7.5,,8.0,Não,0.0,,8.5,8.2,,,
RA-856,Aluno-856,2023,ALFA,ALFA J - G2/G3,,Masculino,2022.0,Pública,Ametista,7.3355,10.0,7.3,9.6,0.0,7.52,5.625,8.255,,0.0,,7.5,7.0,,,
RA-857,ALUNO-857,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-857,ALUNO-857,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-857,Aluno-857,2022,0,Z,9.0,Menina,2022.0,Escola Pública,Topázio,8.154,5.0,9.5,8.9,8.5,7.5,,9.083,Sim,-1.0,,9.6,9.3,,,
RA-857,Aluno-857,2023,ALFA,ALFA D - G2/G3,9.0,Feminino,2022.0,Pública,Topázio,8.1442,5.0,8.5,9.0,8.5,7.52,7.5,9.01,,-1.0,,8.7,8.2,,,
RA-858,ALUNO-858,2021,2.0,A,,,,Escola Pública,Topázio,8.586,10.0,6.2,10.0,9.5,7.5,7.7,9.4,Sim,0.0,,,,,,
RA-858,Aluno-858,2022,0,Z,7.0,Menino,2022.0,Escola Pública,Ametista,7.523,10.0,7.7,7.1,10.0,5.6,,7.333,Não,0.0,,8.4,6.9,,,
RA-858,Aluno-858,2023,ALFA,ALFA F - G0/G1,,Masculino,2022.0,Pública,Ametista,7.248833333,10.0,9.3,8.1,0.0,3.77,8.125,7.946666667,,0.0,,9.3,9.2,,,
RA-858,Aluno-858,2024,ALFA,ALFA J - G2/G3,9.0,Masculino,2022.0,Pública,Agata,6.917866666700001,5.0,8.25,6.833333333500001,9.002,2.51,7.5,7.5,,-1.0,,10.0,6.5,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-859,ALUNO-859,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-859,ALUNO-859,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-859,Aluno-859,2022,0,Z,7.0,Menina,2022.0,Escola Pública,Topázio,8.325,10.0,8.9,8.7,8.5,7.5,,8.25,Não,0.0,,9.4,8.4,,,
RA-859,Aluno-859,2023,ALFA,ALFA J - G2/G3,8.0,Feminino,2022.0,Pública,Topázio,8.6042,10.0,7.3,9.2,8.0,7.52,7.5,10.01,,0.0,,6.8,7.8,,,
RA-859,Aluno-859,2024,1G,1G,9.0,Feminino,2022.0,Pública,Topázio,8.5817909091,10.0,8.0,9.337121212,8.002,7.51,8.958333333,8.336666667,,0.0,,8.0,8.0,,EM Maria Ignez Concelles Irma Ines,Cursando
RA-86,ALUNO-86,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-86,Aluno-86,2022,5,K,16.0,Menino,2016.0,Rede Decisão,Ametista,7.566,5.0,6.7,9.6,7.5,5.6,,8.458,Sim,-1.0,,6.2,7.2,6.9,,
RA-86,Aluno-86,2023,FASE 7,7E,,Masculino,2016.0,Privada *Parcerias com Bolsa 100%,,,10.0,,,8.3,6.89,,,,0.0,,,,,,
RA-86,Aluno-86,2024,7E,7E,18.0,Masculino,2021.0,Privada *Parcerias com Bolsa 100%,Ametista,7.611233333266666,10.0,5.483333333333333,9.704333333,6.667,6.57,7.5,7.5,,0.0,,6.35,6.3,3.8,FIAP School - SP,Cursando
RA-860,ALUNO-860,2021,3.0,C,,,,Escola Pública,Ametista,7.069,5.0,7.2,5.0,8.8,7.5,8.3,8.4,Não,-2.0,,,,,,
RA-860,Aluno-860,2022,0,Z,7.0,Menino,2022.0,Escola Pública,Topázio,8.136,10.0,8.1,8.5,9.5,7.5,,7.75,Não,0.0,,8.9,7.2,,,
RA-860,Aluno-860,2023,ALFA,ALFA G - G2/G3,,Masculino,2022.0,Pública,Topázio,8.2372,10.0,7.4,9.8,7.0,6.89,7.5,8.34,,0.0,,7.2,7.5,,,
RA-860,Aluno-860,2024,1G,1G,9.0,Masculino,2022.0,Pública,Topázio,8.7738666667,10.0,8.5,9.7916666665,9.002,7.51,8.75,7.946666667,,0.0,,8.0,9.0,,EM Maria Ignez Concelles Irma Ines,Cursando
RA-861,ALUNO-861,2021,3.0,J,,,,Escola Pública,Ametista,7.724,5.0,7.7,8.3,9.2,7.5,7.7,7.9,Não,-2.0,,,,,,
RA-861,ALUNO-861,2022,4.0,H,,,2020.0,Escola Pública,Ágata,6.962409296451915,5.0,6.877777777777777,6.278011204481793,9.58335,6.875,7.1875,7.3333325,Não,,,6.666666666666667,5.333333333333333,8.633333333333333,,
RA-861,Aluno-861,2023,ALFA,ALFA A - G0/G1,8.0,Feminino,2023.0,Pública,Topázio,9.31095,10.0,9.6,10.0,9.5,8.13,8.4375,8.92,,0.0,,9.8,9.4,,,
RA-861,Aluno-861,2024,ALFA,ALFA B - G2/G3,9.0,Feminino,2023.0,Pública,Topázio,8.959700000000002,5.0,10.0,10.0,9.502,7.51,8.125,9.73,,-1.0,,10.0,10.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-862,ALUNO-862,2021,1.0,J,,,,Escola Pública,Ametista,7.99,5.0,6.5,9.6,9.0,7.5,8.1,9.1,Sim,-1.0,,,,,,
RA-862,ALUNO-862,2022,1.0,R,,,2019.0,Escola Pública,Ametista,7.785336999222999,5.0,8.25,9.16278166278166,7.50002,7.5,6.25,8.388893333333334,Sim,,,8.166666666666666,8.333333333333334,,,
RA-862,Aluno-862,2023,ALFA,ALFA A - G0/G1,9.0,Masculino,2023.0,Pública,Topázio,8.2212,5.0,8.9,9.1,8.5,8.14,7.5,8.585,,-1.0,,8.5,9.2,,,
RA-862,Aluno-862,2024,ALFA,ALFA B - G2/G3,10.0,Masculino,2023.0,Pública,Ametista,7.346677272700001,5.0,7.5,8.6136363635,9.002,7.51,7.1875,6.27,,-2.0,,10.0,5.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-863,ALUNO-863,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-863,ALUNO-863,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-863,ALUNO-863,2022,0.0,D,,,2022.0,,Topázio,8.679763571428571,10.0,9.416666666666668,9.19047619047619,10.00002,8.125,5.625,7.916665,Não,,,9.266666666666667,9.566666666666666,,,
RA-863,Aluno-863,2023,ALFA,ALFA A - G0/G1,7.0,Masculino,2023.0,Pública,Quartzo,5.92975,10.0,6.3,7.6,0.0,3.14,5.9375,6.26,,0.0,,7.0,5.5,,,
RA-863,Aluno-863,2024,ALFA,ALFA E - G2/G3,8.0,Masculino,2023.0,Pública,Quartzo,4.6684348484000004,5.0,5.5,3.159090909,8.502,2.51,4.6875,4.333333333,,-1.0,,10.0,1.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-864,ALUNO-864,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-864,ALUNO-864,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-864,ALUNO-864,2022,2.0,Q,,,2022.0,,Ametista,7.680083750915751,5.0,8.5,8.754578754578755,8.000020000000001,7.5,6.458333333333334,7.666663333333332,Não,,,10.0,7.0,,,
RA-864,Aluno-864,2023,ALFA,ALFA A - G0/G1,,Feminino,2023.0,Pública,Ametista,7.034,10.0,6.3,7.6,0.0,8.14,7.5,8.5,,0.0,,7.0,5.5,,,
RA-865,ALUNO-865,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-865,ALUNO-865,2021,0.0,T,,,,Escola Pública,Topázio,8.396,5.0,7.3,10.0,9.5,7.5,8.1,9.7,Sim,-1.0,,,,,,
RA-865,ALUNO-865,2022,1.0,K,,,2021.0,Escola Pública,Ágata,6.254285403508773,5.0,4.583333333333334,7.389473684210527,7.50002,7.5,6.041666666666667,6.277776666666666,Não,,,6.166666666666667,3.0,,,
RA-865,Aluno-865,2023,ALFA,ALFA A - G0/G1,8.0,Masculino,2023.0,Pública,Topázio,8.1552,10.0,7.4,8.7,8.5,7.52,7.5,7.915,,0.0,,7.3,7.5,,,
RA-866,ALUNO-866,2021,1.0,A,,,,Rede Decisão,Topázio,8.846,10.0,8.4,10.0,8.5,7.5,7.7,9.0,Sim,0.0,,,,,,
RA-866,ALUNO-866,2022,1.0,A,,,2019.0,Rede Decisão,Topázio,8.416724112554114,5.0,9.583333333333332,9.72943722943723,7.50002,7.5,6.875,9.33334,Sim,,,9.5,9.666666666666666,,,
RA-866,Aluno-866,2023,ALFA,ALFA A - G0/G1,,Feminino,2023.0,Pública,Ametista,7.679,10.0,8.6,8.3,0.0,8.76,7.5,8.415,,0.0,,8.2,8.9,,,
RA-867,ALUNO-867,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-867,ALUNO-867,2021,1.0,E,,,,Escola Pública,Quartzo,4.088,5.0,1.7,2.1,0.0,8.1,6.9,6.7,Não,-2.0,,,,,,
RA-867,ALUNO-867,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-867,Aluno-867,2023,ALFA,ALFA A - G0/G1,8.0,Masculino,2023.0,Pública,Topázio,8.6992,10.0,8.9,8.6,9.0,8.76,7.5,8.415,,0.0,,8.7,9.0,,,
RA-867,Aluno-867,2024,ALFA,ALFA B - G2/G3,9.0,Masculino,2023.0,Pública,Ametista,7.583018181800001,5.0,8.5,7.409090909,9.002,7.51,7.5,7.5,,-1.0,,10.0,7.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-868,ALUNO-868,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-868,ALUNO-868,2021,0.0,Q,,,,Escola Pública,Ametista,8.081,10.0,7.0,8.3,9.0,7.5,7.8,7.9,Não,0.0,,,,,,
RA-868,ALUNO-868,2022,0.0,D,,,2021.0,Escola Pública,Ametista,7.569368138401559,5.0,6.916666666666666,8.888499025341131,9.50002,8.125,5.625,7.916665,Não,,,6.833333333333333,7.0,,,
RA-868,Aluno-868,2023,ALFA,ALFA A - G0/G1,,Masculino,2023.0,Pública,Topázio,8.63895,10.0,7.1,9.5,10.0,8.76,7.1875,8.67,,0.0,,7.8,6.3,,,
RA-868,Aluno-868,2024,ALFA,ALFA A - G0/G1,8.0,Masculino,2023.0,Pública,Ametista,7.156366666600001,5.0,7.0,9.75,8.002,3.76,6.875,7.213333333,,-1.0,,8.0,6.0,,EE Chácara Florida II,Cursando
RA-869,ALUNO-869,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-869,ALUNO-869,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-869,ALUNO-869,2022,1.0,P,,,2022.0,,Ágata,6.730094370370371,5.0,4.75,8.351851851851851,9.000020000000001,7.5,6.041666666666667,6.777776666666666,Não,,,7.0,2.5,,,
RA-869,Aluno-869,2023,ALFA,ALFA A - G0/G1,8.0,Feminino,2023.0,Pública,Topázio,9.2587,10.0,9.6,10.0,9.0,8.76,8.125,8.75,,0.0,,9.8,9.4,,,
RA-87,ALUNO-87,2021,5.0,L,,,,Rede Decisão,Ametista,8.004,10.0,7.8,7.8,7.9,7.5,8.1,7.7,Não,0.0,,,,,,
RA-87,Aluno-87,2022,5,K,15.0,Menino,2021.0,Rede Decisão,Topázio,8.712,10.0,8.8,9.6,8.3,7.5,,8.5,Sim,0.0,,8.3,8.0,10.0,,
RA-87,Aluno-87,2023,FASE 6,6L,16.0,Masculino,2021.0,Privada - Programa de Apadrinhamento,Topázio,8.6625,10.0,9.3,10.0,7.5,5.63,8.125,8.385,,0.0,,9.5,8.7,9.7,,
RA-87,Aluno-87,2024,7A,7A,17.0,Masculino,2021.0,Privada - Programa de Apadrinhamento,Topázio,9.437924561333332,10.0,9.166666666666666,9.649122807,8.751,9.375,9.375,9.623333333,,1.0,,10.0,7.5,10.0,Colégio Arco Íris Evolução,Cursando
RA-870,ALUNO-870,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-870,ALUNO-870,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-870,ALUNO-870,2022,2.0,L,,,2022.0,,Topázio,8.427782,5.0,8.0,10.0,10.00002,7.5,6.666666666666666,9.555566666666666,Sim,,,10.0,6.0,,,
RA-870,Aluno-870,2023,ALFA,ALFA A - G0/G1,9.0,Feminino,2023.0,Pública,Quartzo,4.909,5.0,1.5,8.5,0.0,8.76,5.0,5.165,,-1.0,,2.0,1.0,,,
RA-871,ALUNO-871,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-871,ALUNO-871,2021,0.0,P,,,,Escola Pública,Ágata,6.258,5.0,2.9,6.7,8.5,7.5,7.5,7.5,Não,-2.0,,,,,,
RA-871,ALUNO-871,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-871,Aluno-871,2023,ALFA,ALFA B - G2/G3,9.0,Masculino,2023.0,Pública,Agata,6.8617,5.0,6.9,9.5,9.0,3.76,4.375,6.84,,-1.0,,6.8,7.0,,,
RA-871,Aluno-871,2024,1B,1B,10.0,Masculino,2023.0,Pública,Ametista,7.2917293147999995,10.0,7.25,9.328063240999999,8.502,4.38,5.3125,5.783333333,,0.0,,6.0,8.5,,EE Chácara Florida II,Cursando
RA-872,ALUNO-872,2021,3.0,L,,,,Rede Decisão,Quartzo,4.451,10.0,2.9,2.2,6.7,5.0,5.2,3.7,Não,0.0,,,,,,
RA-872,ALUNO-872,2022,3.0,K,,,2017.0,Rede Decisão,Quartzo,5.526750312169312,5.0,4.333333333333333,5.727513227513228,7.08333,5.625,7.1875,5.12499,Não,,,6.0,3.666666666666667,3.333333333333333,,
